page	entries	image	volume	fix	frequency	check	books	accuracy	centurydictiona08whit_djvu.csv	frequency	image	centurydictionar08whit_djvu.csv	frequency	image	centurydictionar08whituoft_djvu.csv	frequency	image	centurydictionary08whit_djvu.csv	frequency	image	cu31924091890651_djvu.csv	frequency	image
6684	vacuum-pump	487	8		2	weak			vacumn-pump	1	488	vacuum-pump	2	488	vacuum-pump	2	490	vacnnm-pump	1	488	vacuum-ptunp	1	487
6685	vagina	488	8		5				vagina	5	489	vagina	5	489	vagina	5	491	vagina	5	489	vagina	5	488
6686	vague	489	8		3				vague	3	490	vague	3	490	Tagve	1	492	afrs'tifr	1	490	vague	3	489
6687	vair	490	8		2	weak			valr	1	491	it	1	491	vair	2	493	It	1	491	vair	2	490
6688	Valentinian	491	8		4				Valentinian	4	492	Valentinian	4	492	Valentinian	4	494	of	1	492	Valentinian	4	491
6689	Valhalla	492	8		5				Valhalla	5	493	Valhalla	5	493	Valhalla	5	495	Valhalla	5	493	Valhalla	5	492
6690	valley	493	8		4				valley	4	494	valley	4	494	valley	4	496	A	1	494	valley	4	493
6691	valuable	494	8		5				valuable	5	495	valuable	5	495	valuable	5	497	valuable	5	495	valuable	5	494
6692	the	495	8		3				the	3	496	the	3	496	the	3	498	I	1	496		1	495
6693	vamp	496	8		5				vamp	5	497	vamp	5	497	vamp	5	499	vamp	5	497	vamp	5	496
6694	vanadinite	497	8		3				vanadinite	3	498	vanadinite	3	498	Tanadinite	1	500	Tftnadinite	1	498	vanadinite	3	497
6695	Vanessa	498	8		5				Vanessa	5	499	Vanessa	5	499	Vanessa	5	501	Vanessa	5	499	Vanessa	5	498
6696	vanity	499	8		5				vanity	5	500	vanity	5	500	vanity	5	502	vanity	5	500	vanity	5	499
6697	vapor	500	8		4				vapor	4	501	vapor	4	501	rated	1	503	vapor	4	501	vapor	4	500
6698	vaporole	501	8		5				vaporole	5	502	vaporole	5	502	vaporole	5	504	vaporole	5	502	vaporole	5	501
6699	variability	502	8		5				variability	5	503	variability	5	503	variability	5	505	variability	5	503	variability	5	502
6700	variation	503	8		4				variation	4	504	variation	4	504	variation	4	506	IT	1	504	variation	4	503
6701	Variegatse	504	8		3				Variegatae	2	505	Variegatae	2	505	Variegatse	3	507	Variegatse	3	505	Variegatse	3	504
6702	varioloid	505	8		3				varioloid	3	506	varioloid	3	506	Modified	1	508	n	1	506	varioloid	3	505
6703	varnish-tree	506	8		4				varnish-tree	4	507	varnish-tree	4	507	varnish-tree	4	509	varnish-tree	4	507	vamlsli-tree	1	506
6704	vascular	507	8		3				Tascular	1	508	vascular	3	508	vascular	3	510	PlrT	1	508	vascular	3	507
6705	vase-painting	508	8		5				vase-painting	5	509	vase-painting	5	509	vase-painting	5	511	vase-painting	5	509	vase-painting	5	508
6706	vast	509	8		4				vast	4	510	vast	4	510	vast	4	512	tai	1	510	vast	4	509
6707	Vaudois	510	8		3				Vaudois	3	511	Vaudois	3	511	Vandois	2	513	Vaudois	3	511	Vandois	2	510
6708	vaulting-tile	511	8		4				vaulting-tile	4	512	vaulting-tile	4	512	vaulting-tile	4	514	A	1	512	vaulting-tile	4	511
6709	Veda	512	8		3				Veda	3	513	Tedanta	1	513	Vedanta	1	515	Veda	3	513	Veda	3	512
6710	vegetaline	513	8		4				vegetaline	4	514	vegetaline	4	514	vegetaline	4	516	vegetallne	1	514	vegetaline	4	513
6711	vehmgericht	514	8		5				vehmgericht	5	515	vehmgericht	5	515	vehmgericht	5	517	vehmgericht	5	515	vehmgericht	5	514
6712	vein	515	8		4				vein	4	516	vein	4	516	vein	4	518	A	1	516	vein	4	515
6713	vemous	516	8		3				vemous	3	517	vemous	3	517	veinous	2	519	veinous	2	517	vemous	3	516
6714	Vellozieae	517	8		2	weak			Vellozieae	2	518	Vellozieae	2	518	Velloziese	1	520	Vallosiea	1	518	Vellozies	1	517
6715	velvet	518	8		5				velvet	5	519	velvet	5	519	velvet	5	521	velvet	5	519	velvet	5	518
6716	Venation	519	8		4				Venation	4	520	Venation	4	520	Venation	4	522	Tenation	1	520	Venation	4	519
6717	veneer-moth	520	8		5				veneer-moth	5	521	veneer-moth	5	521	veneer-moth	5	523	veneer-moth	5	521	veneer-moth	5	520
6718	yenus	521	8		1	tie			yenus	1	522	yenits	1	522	Venus	1	524	VenerldB	1	522	Vtnus	1	521
6719	vengeance	522	8		5				vengeance	5	523	vengeance	5	523	vengeance	5	525	vengeance	5	523	vengeance	5	522
6720	venom-duct	523	8		4				venom-duct	4	524	venom-duct	4	524	venom-duct	4	526	I'	1	524	venom-duct	4	523
6721	vent	524	8		5				vent	5	525	vent	5	525	vent	5	527	vent	5	525	vent	5	524
6722	ventilation	525	8		4				ventilation	4	526	ventilation	4	526	ventilation	4	528	Tentilation	1	526	ventilation	4	525
6723	ventriculus	526	8		2	tie			ventriculus	2	527	ventriculus	2	527	Tentriculus	1	529	ventrlculus	2	527	ventrlculus	2	526
6724	venue	527	8		1	tie			venue	1	528	venne	1	528	Tenne	1	530	venna	1	528	venuelf	1	527
6725	Venus's-slipper	528	8		3				Venus'	1	529	Venus's-slipper	3	529	Venus's-slipper	3	531	Venus's-slipper	3	529	Venns's-slipper	1	528
6726	verbally	529	8		5				verbally	5	530	verbally	5	530	verbally	5	532	verbally	5	530	verbally	5	529
6727	verbosity	530	8		5				verbosity	5	531	verbosity	5	531	verbosity	5	533	verbosity	5	531	verbosity	5	530
6728	veretilliform	531	8		3				veretillifonn	1	532	veretilliform	3	532	veretilliform	3	534	tilt'	1	532	veretilliform	3	531
6729	verify	532	8		4				verify	4	533	verify	4	533	verify	4	535	verify	4	533	verliy	1	532
6730	The	533	8		3				The	3	534	The	3	534	The	3	536	Vennetas	1	534	Vermetus	1	533
6731	vermilion	534	8		5				vermilion	5	535	vermilion	5	535	vermilion	5	537	vermilion	5	535	vermilion	5	534
6732	vernal	535	8		5				vernal	5	536	vernal	5	536	vernal	5	538	vernal	5	536	vernal	5	535
6733	verruca	536	8		5				verruca	5	537	verruca	5	537	verruca	5	539	verruca	5	537	verruca	5	536
6734	verse	537	8		5				verse	5	538	verse	5	538	verse	5	540	verse	5	538	verse	5	537
6735	version	538	8		5				version	5	539	version	5	539	version	5	541	version	5	539	version	5	538
6736	vertebralis	539	8		5				vertebralis	5	540	vertebralis	5	540	vertebralis	5	542	vertebralis	5	540	vertebralis	5	539
6737	verticality	540	8		4				verticality	4	541	verticality	4	541	verticallty	1	543	verticality	4	541	verticality	4	540
6738	very	541	8		4				very	4	542	very	4	542	not	1	544	very	4	542	very	4	541
6739	vesiculate	542	8		4				vesiculate	4	543	Teaicolate	1	543	vesiculate	4	545	vesiculate	4	543	vesiculate	4	542
6740	vessel	543	8		4				vessel	4	544	vessel	4	544	vessel	4	546	MiKiricr	1	544	vessel	4	543
6741	vested	544	8		5				vested	5	545	vested	5	545	vested	5	547	vested	5	545	vested	5	544
6742	vestry	545	8		5				vestry	5	546	vestry	5	546	vestry	5	548	vestry	5	546	vestry	5	545
6743	veterinary	546	8		5				veterinary	5	547	veterinary	5	547	veterinary	5	549	veterinary	5	547	veterinary	5	546
6744	veyn	547	8		4				veyn	4	548	veyn	4	548	veyn	4	550	Vli	1	548	veyn	4	547
6745	vibrant	548	8		4				vibrant	4	549	vibrant	4	549	xribrant	1	551	vibrant	4	549	vibrant	4	548
6746	Viburnum	549	8		3				Viburnum	3	550	Viburnum	3	550	Vlburniun	1	552	Vibnmnm	1	550	Viburnum	3	549
6747	vice	550	8		5				vice	5	551	vice	5	551	vice	5	553	vice	5	551	vice	5	550
6748	viceroy	551	8		5				viceroy	5	552	viceroy	5	552	viceroy	5	554	viceroy	5	552	viceroy	5	551
6749	vicontiel	552	8		4				vicontiel	4	553	Tlcontiel	1	553	vicontiel	4	555	vicontiel	4	553	vicontiel	4	552
6750	Vicloriatus	553	8		1	tie			Vicloriatus	1	554	VictorkiCus	1	554	victorlatus	1	556	vlctoriatua	1	554	Victoriatus	1	553
6751	vicugna	554	8		5				vicugna	5	555	vicugna	5	555	vicugna	5	557	vicugna	5	555	vicugna	5	554
6752	vie	555	8		5				vie	5	556	vie	5	556	vie	5	558	vie	5	556	vie	5	555
6753	viewless	556	8		5				viewless	5	557	viewless	5	557	viewless	5	559	viewless	5	557	viewless	5	556
6754	vigor	557	8		5				vigor	5	558	vigor	5	558	vigor	5	560	vigor	5	558	vigor	5	557
6755	villa	558	8		4				villa	4	559	some	1	559	villa	4	561	villa	4	559	villa	4	558
6756	villanize	559	8		4				villanize	4	560	villanize	4	560	villanize	4	562	Tillanize	1	560	villanize	4	559
6757	vinarian	560	8		2	weak			vinanan	1	561	Tinanan	1	561	vinarian	2	563	vinarian	2	561	vmanan	1	560
6758	vine	561	8		5				vine	5	562	vine	5	562	vine	5	564	vine	5	562	vine	5	561
6759	vinery	562	8		5				vinery	5	563	vinery	5	563	vinery	5	565	vinery	5	563	vinery	5	562
6760	viol	563	8		4				viol	4	564	viol	4	564	viol	4	566	viol	4	564	viola	1	563
6761	viol-block	564	8		5				viol-block	5	565	viol-block	5	565	viol-block	5	567	viol-block	5	565	viol-block	5	564
6762	violet	565	8		4				violet	4	566	violet	4	566	violet	4	568	Tlolet	1	566	violet	4	565
6763	viper	566	8		5				viper	5	567	viper	5	567	viper	5	569	viper	5	567	viper	5	566
6764	Vireo	567	8		5				Vireo	5	568	Vireo	5	568	Vireo	5	570	Vireo	5	568	Vireo	5	567
6765	virginal	568	8		4				virginal	4	569	virginal	4	569	to	1	571	virginal	4	569	virginal	4	568
6766	viridigenous	569	8		3				viridigenous	3	570	viridigenous	3	570	Tiridigenous	1	572	viridlgenooB	1	570	viridigenous	3	569
6767	virtue	570	8		5				virtue	5	571	virtue	5	571	virtue	5	573	virtue	5	571	virtue	5	570
6768	virulence	571	8		3				virulence	3	572	virulence	3	572	vimlence	1	574	Tlmlence	1	572	virulence	3	571
6769	visceripericardial	572	8		2	weak			visceriperi	1	573	visceripericardial	2	573	visceripiiricardial	1	575	visceripericardial	2	573	Tisceripericaxdial	1	572
6770	vise	573	8		3				vise	3	574	vise	3	574	An	1	576	Ad	1	574	vise	3	573
6771	visionary	574	8		5				visionary	5	575	visionary	5	575	visionary	5	577	visionary	5	575	visionary	5	574
6772	visiting-book	575	8		2	tie			visiting-book	2	576	visiting-book	2	576	Tisiting-book	2	578	Tlsitlnjr-book	1	576	Tisiting-book	2	575
6773	vital	576	8		5				vital	5	577	vital	5	577	vital	5	579	vital	5	577	vital	5	576
6774	vitiator	577	8		3				Titiator	1	578	vitiator	3	578	vitiator	3	580	vitiatoT	1	578	vitiator	3	577
6775	vitrescence	578	8		4				irpus	1	579	vitrescence	4	579	vitrescence	4	581	vitrescence	4	579	vitrescence	4	578
6776	vituperation	579	8		4				vituperation	4	580	vituperation	4	580	vituperation	4	582	Syo	1	580	vituperation	4	579
6777	vivers	580	8		3				VI	1	581	vlvers	1	581	vivers	3	583	vivers	3	581	vivers	3	580
6778	vivisepulture	581	8		2	tie			vivisepulture	2	582	vivisepulture	2	582	vivisepnlture	2	584	MInr	1	582	vivisepnlture	2	581
6779	vocal	582	8		5				vocal	5	583	vocal	5	583	vocal	5	585	vocal	5	583	vocal	5	582
6780	vociferosity	583	8		3				vociferosity	3	584	vociferosity	3	584	vociferosity	3	586	Tociferodty	1	584	Tociferosity	1	583
6781	voice	584	8		5				voice	5	585	voice	5	585	voice	5	587	voice	5	585	voice	5	584
6782	voider	585	8		2	weak			o	1	586	voider	2	586	u	1	588	fruiu	1	586	voider	2	585
6783	volatilizable	586	8		5				volatilizable	5	587	volatilizable	5	587	volatilizable	5	589	volatilizable	5	587	volatilizable	5	586
6784	Volitantia	587	8		3				Volitantia	3	588	Volitantia	3	588	Volitantia	3	590	VoUUntia	1	588	Volitantda	1	587
6785	Voltairism	588	8		5				Voltairism	5	589	Voltairism	5	589	Voltairism	5	591	Voltairism	5	589	Voltairism	5	588
6786	volume	589	8		4				volume	4	590	volume	4	590	volume	4	592	thruugh	1	590	volume	4	589
6787	voluntary	590	8		5				voluntary	5	591	voluntary	5	591	voluntary	5	593	voluntary	5	591	voluntary	5	590
6788	Voluspa	591	8		4				Voluspa	4	592	The	1	592	Voluspa	4	594	Voluspa	4	592	Voluspa	4	591
6789	vomlc	592	8		2	weak			vomic	1	593	vomlc	2	593	vomlc	2	595	Tomic	1	593	vonuc	1	592
6790	vortex	593	8		4				vortex	4	594	vortex	4	594	vortex	4	596	r	1	594	vortex	4	593
6791	vote	594	8		5				vote	5	595	vote	5	595	vote	5	597	vote	5	595	vote	5	594
6792	vow	595	8		4				vow	4	596	vow	4	596	vow	4	598	f	1	596	vow	4	595
6793	voyageur	596	8		4				voyageur	4	597	voyageur	4	597	voyagettr	1	599	voyageur	4	597	voyageur	4	596
6794	vulgar	597	8		5				vulgar	5	598	vulgar	5	598	vulgar	5	600	vulgar	5	598	vulgar	5	597
6795	Vulpecula	598	8		3				Vulpecula	3	599	ViUpecula	1	599	Vulpecula	3	601	Vnlpecula	1	599	Vulpecula	3	598
6796	vulturine	599	8		2	weak			vulturine	2	600	vulttirine	1	600	vultTirine	1	602	vulturine	2	600	vnlturine	1	599
6797	The	600	8		4				consonant	1	601	The	4	601	The	4	603	The	4	601	The	4	600
6798	wadding	601	8		5				wadding	5	602	wadding	5	602	wadding	5	604	wadding	5	602	wadding	5	601
6799	waferer	602	8		2	weak			waferer	2	603	wafbrer	1	603	waferer	2	605	watbrer	1	603	watlerer	1	602
6800	wag	603	8		4				wag	4	604	wag	4	604	wag	4	606	omllt	1	604	wag	4	603
6801	waggle	604	8		4				waggle	4	605	vcr-	1	605	waggle	4	607	waggle	4	605	waggle	4	604
6802	wagon-lock	605	8		4				wagon-lock	4	606	wagon-lock	4	606	wagon-lock	4	608	wllb'	1	606	wagon-lock	4	605
6803	wail	606	8		4				wail	4	607	wall	1	607	wail	4	609	wail	4	607	wail	4	606
6804	waist	607	8		4				waist	4	608	waist	4	608	wagon-lock	1	610	waist	4	608	waist	4	607
6805	wait	608	8		4				wait	4	609	wait	4	609	wail	1	611	wait	4	609	wait	4	608
6806	wake	609	8		3				wake	3	610	wake	3	610	waist	1	612	Tbt	1	610	wake	3	609
6807	waker	610	8		4				waker	4	611	waker	4	611	wait	1	613	waker	4	611	waker	4	610
6808	Waler	611	8		4				Waler	4	612	Waler	4	612	wake	1	614	Waler	4	612	Waler	4	611
6809	walk	612	8		4				walk	4	613	walk	4	613	Flowering	1	615	walk	4	613	walk	4	612
6810	wall	613	8		4				wall	4	614	wall	4	614	Waler	1	616	wall	4	614	wall	4	613
6811	Wallerian	614	8		2	weak			Wallerian	2	615	Wallerlan	1	615	walk	1	617	I'lic	1	615	Wallerian	2	614
6812	wallow	615	8		3				wallow	3	616	wallow	3	616	wall	1	618	walnut	1	616	wallow	3	615
6813	walnut	616	8		3				walnut	3	617	walnut	3	617	Wallerian	1	619	waltz	1	617	walnut	3	616
6814	waltz	617	8		3				waltz	3	618	waltz	3	618	wallow	1	620	wmlts	1	618	waltz	3	617
6815	wander	618	8		4				wander	4	619	wander	4	619	walnut	1	621	wander	4	619	wander	4	618
6816	wang-tooth	619	8		3				wang-tooth	3	620	wang-tooth	3	620	waltz	1	622	wrii	1	620	wang-tooth	3	619
6817	wanting	620	8		4				wanting	4	621	wanting	4	621	wander	1	623	wanting	4	621	wanting	4	620
6818	wapiti	621	8		3				wapiti	3	622	wapiti	3	622	wang-tooth	1	624	l-	1	622	wapiti	3	621
6819	war	622	8		4				war	4	623	war	4	623	wanting	1	625	war	4	623	war	4	622
6820	warbler	623	8		4				warbler	4	624	warbler	4	624	wapiti	1	626	warbler	4	624	warbler	4	623
6821	war-cry	624	8		4				war-cry	4	625	war-cry	4	625	I	1	627	war-cry	4	625	war-cry	4	624
6822	warden	625	8		4				warden	4	626	warden	4	626	warbler	1	628	warden	4	626	warden	4	625
6823	ware	626	8		4				ware	4	627	ware	4	627	war-cry	1	629	ware	4	627	ware	4	626
6824	war-fain	627	8		4				war-fain	4	628	war-fain	4	628	warden	1	630	war-fain	4	628	war-fain	4	627
6825	warm	628	8		4				warm	4	629	warm	4	629	ware	1	631	warm	4	629	warm	4	628
6826	warn	629	8		3				warn	3	630	warn	3	630	war-fain	1	632	V	1	630	warn	3	629
6827	warp	630	8		4				warp	4	631	warp	4	631	warm	1	633	warp	4	631	warp	4	630
6828	warrant	631	8		3				warrant	3	632	warrant	3	632	warn	1	634	murrant	1	632	warrant	3	631
6829	warry	632	8		2	weak			was	1	633	warry	2	633	warp	1	635	worry	1	633	warry	2	632
6830	was	633	8		2	weak			was	2	634	was	2	634	warrant	1	636	mo	1	634	waiS	1	633
6831	wash	634	8		3				wasli	1	635	wash	3	635	warry	1	637	wash	3	635	wash	3	634
6832	Washingtonia	635	8		3				Washingtonia	3	636	Washingtonia	3	636	was	1	638	Wuhingtonla	1	636	Washingtonia	3	635
6833	wassail	636	8		3				wassail	3	637	wassail	3	637	wasb	1	639	oil	1	637	wassail	3	636
6834	waste	637	8		3				waste	3	638	waste	3	638	Waste	1	640	wuta	1	638	waste	3	637
6835	wat	638	8		5				wat	5	639	wat	5	639	wat	5	641	wat	5	639	wat	5	638
6836	watch-clock	639	8		3				watch-clock	3	640	watch-clock	3	640	watch-clock	3	642	watch	1	640	watcb-clock	1	639
6837	water	640	8		4				water	4	641	water	4	641	no	1	643	water	4	641	water	4	640
6838	water	641	8		4				water	4	642	water	4	642	water	4	644	wiffr	1	642	water	4	641
6839	water	642	8		4				llis	1	643	water	4	643	water	4	645	water	4	643	water	4	642
6840	water-boatman	643	8		2	weak			Back-swimming	1	644	Back	1	644	water-boatman	2	646	water-boatman	2	644	Water-boatman	1	643
6841	outer	644	8		4				outer	4	645	outer	4	645	water-coloring	1	647	outer	4	645	outer	4	644
6842	water-feather	645	8		4				water-feather	4	646	water-feather	4	646	water-feather	4	648	wator-fcatber	1	646	water-feather	4	645
6843	water-hammer	646	8		5				water-hammer	5	647	water-hammer	5	647	water-hammer	5	649	water-hammer	5	647	water-hammer	5	646
6844	water-lemon	647	8		4				water-lemon	4	648	water-lemon	4	648	water-lemon	4	650	of	1	648	water-lemon	4	647
6845	water-meter	648	8		5				water-meter	5	649	water-meter	5	649	water-meter	5	651	water-meter	5	649	water-meter	5	648
6846	water-pore	649	8		4				water-pore	4	650	water-pore	4	650	water-pore	4	652	trf-	1	650	water-pore	4	649
6847	water-shut	650	8		3				water-siiut	1	651	water-shut	3	651	water-shut	3	653	water-shut	3	651	water-sbut	1	650
6848	water-table	651	8		3				water-table	3	652	water-table	3	652	water-table	3	654	-0	1	652	Tvater-table	1	651
6849	waterwitch	652	8		5				waterwitch	5	653	waterwitch	5	653	waterwitch	5	655	waterwitch	5	653	waterwitch	5	652
6850	wattle	653	8		5				wattle	5	654	wattle	5	654	wattle	5	656	wattle	5	654	wattle	5	653
6851	wave	654	8		5				wave	5	655	wave	5	655	wave	5	657	wave	5	655	wave	5	654
6852	waved	655	8		5				waved	5	656	waved	5	656	waved	5	658	waved	5	656	waved	5	655
6853	wavy	656	8		5				wavy	5	657	wavy	5	657	wavy	5	659	wavy	5	657	wavy	5	656
6854	waxen	657	8		5				waxen	5	658	waxen	5	658	waxen	5	660	waxen	5	658	waxen	5	657
6855	way	658	8		5				way	5	659	way	5	659	way	5	661	way	5	659	way	5	658
6856	way	659	8		4				way	4	660	way	4	660	way	4	662	w	1	660	way	4	659
6857	wayward	660	8		5				wayward	5	661	wayward	5	661	wayward	5	663	wayward	5	661	wayward	5	660
6858	weakener	661	8		4				weakener	4	662	Fastings	1	662	weakener	4	664	weakener	4	662	weakener	4	661
6859	wealthful	662	8		3				wealthful	3	663	wealthfol	1	663	In	1	665	wealthful	3	663	wealthful	3	662
6860	wear	663	8		5				wear	5	664	wear	5	664	wear	5	666	wear	5	664	wear	5	663
6861	wearisome	664	8		4				weansome	1	665	wearisome	4	665	wearisome	4	667	wearisome	4	665	wearisome	4	664
6862	weather	665	8		4				weather	4	666	weather	4	666	weather	4	668	All	1	666	weather	4	665
6863	weathered	666	8		5				weathered	5	667	weathered	5	667	weathered	5	669	weathered	5	667	weathered	5	666
6864	weather-tile	667	8		5				weather-tile	5	668	weather-tile	5	668	weather-tile	5	670	weather-tile	5	668	weather-tile	5	667
6865	weaver-finch	668	8		4				weaver-finch	4	669	weaver-flncli	1	669	weaver-finch	4	671	weaver-finch	4	669	weaver-finch	4	668
6866	web-press	669	8		4				web-press	4	670	web-press	4	670	web-press	4	672	web	1	670	web-press	4	669
6867	wedge	670	8		5				wedge	5	671	wedge	5	671	wedge	5	673	wedge	5	671	wedge	5	670
6868	weed	671	8		5				weed	5	672	weed	5	672	weed	5	674	weed	5	672	weed	5	671
6869	week	672	8		5				week	5	673	week	5	673	week	5	675	week	5	673	week	5	672
6870	weeping-cross	673	8		3				weeping-cross	3	674	weepmg-cross	1	674	weeping-cross	3	676	weeping-cross	3	674	weepfng-cross	1	673
6871	weigh	674	8		5				weigh	5	675	weigh	5	675	weigh	5	677	weigh	5	675	weigh	5	674
6872	weight	675	8		5				weight	5	676	weight	5	676	weight	5	678	weight	5	676	weight	5	675
6873	weird	676	8		4				weird	4	677	weird	4	677	I	1	679	weird	4	677	weird	4	676
6874	weld	677	8		5				weld	5	678	weld	5	678	weld	5	680	weld	5	678	weld	5	677
6875	well	678	8		5				well	5	679	well	5	679	well	5	681	well	5	679	well	5	678
6876	well-being	679	8		4				well-being	4	680	well-being	4	680	weU-being	1	682	well-being	4	680	well-being	4	679
6877	well-known	680	8		4				well-known	4	681	well-known	4	681	well-known	4	683		1	681	well-known	4	680
6878	well-wisher	681	8		4				well-wisher	4	682	well-wisher	4	684	It	1	684	well-wisher	4	682	well-wisher	4	681
6879	welt-trimmer	682	8		5				welt-trimmer	5	683	welt-trimmer	5	685	welt-trimmer	5	685	welt-trimmer	5	683	welt-trimmer	5	682
6880	wentletrap	683	8		4				wentletrap	4	684	wentletrap	4	686	wentletrap	4	686	A	1	684	wentletrap	4	683
6881	west	684	8		5				west	5	685	west	5	687	west	5	687	west	5	685	west	5	684
6882	westward	685	8		5				westward	5	686	westward	5	688	westward	5	688	westward	5	686	westward	5	685
6883	wetting-machine	686	8		5				wetting-machine	5	687	wetting-machine	5	689	wetting-machine	5	689	wetting-machine	5	687	wetting-machine	5	686
6884	whale	687	8		4				whale	4	688	whale	4	690	wliale	1	690	whale	4	688	whale	4	687
6885	whale-fishery	688	8		5				whale-fishery	5	689	whale-fishery	5	691	whale-fishery	5	691	whale-fishery	5	689	whale-fishery	5	688
6886	wharfing	689	8		3				wharflng	1	690	wharfing	3	692	wharfing	3	692	at	1	690	wharfing	3	689
6887	what	690	8		5				what	5	691	what	5	693	what	5	693	what	5	691	what	5	690
6888	whatsomever	691	8		3				whatsomever	3	692	whatsomever	3	694	whatsomever	3	694	iiiiil	1	692	whatsomerer	1	691
6889	wheatear	692	8		5				wheatear	5	693	wheatear	5	695	wheatear	5	695	wheatear	5	693	wheatear	5	692
6890	wheel	693	8		5				wheel	5	694	wheel	5	696	wheel	5	696	wheel	5	694	wheel	5	693
6891	wheel-base	694	8		5				wheel-base	5	695	wheel-base	5	697	wheel-base	5	697	wheel-base	5	695	wheel-base	5	694
6892	wheel-window	695	8		3				wheel-window	3	696	wheel-window	3	698	so	1	698	niia	1	696	wheel-window	3	695
6893	wheme	696	8		5				wheme	5	697	wheme	5	699	wheme	5	699	wheme	5	697	wheme	5	696
6894	whereabout	697	8		5				whereabout	5	698	whereabout	5	700	whereabout	5	700	whereabout	5	698	whereabout	5	697
6895	whereunder	698	8		5				whereunder	5	699	whereunder	5	701	whereunder	5	701	whereunder	5	699	whereunder	5	698
6896	whether	699	8		5				whether	5	700	whether	5	702	whether	5	702	whether	5	700	whether	5	699
6897	which	700	8		4				which	4	701	which	4	703	I	1	703	which	4	701	which	4	700
6898	whiff	701	8		4				whiff	4	702	whiff	4	704	whiff	4	704	whiff	4	702	whiflf	1	701
6899	whiggery	702	8		3				whiggery	3	703	whiggery	3	705	took	1	705	whiggery	3	703	wMggery	1	702
6900	whilom	703	8		5				whilom	5	704	whilom	5	706	whilom	5	706	whilom	5	704	whilom	5	703
6901	whin	704	8		5				whin	5	705	whin	5	707	whin	5	707	whin	5	705	whin	5	704
6902	whip	705	8		3				ni	1	706	whip	3	708	whip	3	708	whip	3	706	wUip	1	705
6903	whiphandle	706	8		4				whiphandle	4	707	whiphandle	4	709	whiphandle	4	709	wbiphandle	1	707	whiphandle	4	706
6904	whip-socket	707	8		4				whip-socket	4	708	whip-socket	4	710	whip-socket	4	710	whip-	1	708	whip-socket	4	707
6905	whirlpit	708	8		3				whirlpit	3	709	whirlpit	3	711	whirlpit	3	711	I	1	709	whlrlpit	1	708
6906	whiskered	709	8		4				whiskered	4	710	whiskered	4	712	whiskered	4	712	BlicJtwhlnViTfd	1	710	whiskered	4	709
6907	whist	710	8		5				whist	5	711	whist	5	713	whist	5	713	whist	5	711	whist	5	710
6908	whistle	711	8		4				whistle	4	712	whistle	4	714	whistle	4	714	whistle	4	712	wliistle	1	711
6909	white	712	8		4				white	4	713	white	4	715	I	1	715	white	4	713	white	4	712
6910	white	713	8		4				white	4	714	white	4	716	white	4	716	London	1	714	white	4	713
6911	white-eye	714	8		4				white	1	715	white-eye	4	717	white-eye	4	717	white-eye	4	715	white-eye	4	714
6912	whitening	715	8		3				whitening	3	716	whitening	3	718	A	1	718	whitening	3	716	Hrhitening	1	715
6913	white	716	8		2	weak			whitewing	1	717	whitewlng	1	719	white	2	719	white	2	717	wMtewing	1	716
6914	Whitsunday	717	8		3				Whitsunday	3	718	Whitsunday	3	720	Whitsunday	3	720	on	1	718	WMtsunday	1	717
6915	who	718	8		5				who	5	719	who	5	721	who	5	721	who	5	719	who	5	718
6916	whole	719	8		5				whole	5	720	whole	5	722	whole	5	722	whole	5	720	whole	5	719
6917	whoop	720	8		5				whoop	5	721	whoop	5	723	whoop	5	723	whoop	5	721	whoop	5	720
6918	whortleberry	721	8		5				whortleberry	5	722	whortleberry	5	724	whortleberry	5	724	whortleberry	5	722	whortleberry	5	721
6919	wicked	722	8		5				wicked	5	723	wicked	5	725	wicked	5	725	wicked	5	723	wicked	5	722
6920	wide	723	8		5				wide	5	724	wide	5	726	wide	5	726	wide	5	724	wide	5	723
6921	widgeon	724	8		4				widgeon	4	725	widgeon	4	727	-widgeon	1	727	widgeon	4	725	widgeon	4	724
6922	The	725	8		3				wle	1	726	The	3	728	The	3	728	wie	1	726	The	3	725
6923	wig	726	8		5				wig	5	727	wig	5	729	wig	5	729	wig	5	727	wig	5	726
6924	wild	727	8		3				wild	3	728	vild	1	730	wUd	1	730	wild	3	728	wild	3	727
6925	wildcat	728	8		5				wildcat	5	729	wildcat	5	731	wildcat	5	731	wildcat	5	729	wildcat	5	728
6926	wilful	729	8		2	weak			wilful	2	730	I	1	732	wilfid	1	732	wir	1	730	wilful	2	729
6927	will	730	8		3				will	3	731	win	1	733	wilUi	1	733	will	3	731	will	3	730
6928	will	731	8		3				will	3	732	will	3	734	The	1	734	Ill	1	732	will	3	731
6929	willow	732	8		4				willow	4	733	willow	4	735	once	1	735	willow	4	733	willow	4	732
6930	willow-oak	733	8		3				wiilow-oak	1	734	willow-oak	3	736	willow-oak	3	736	it	1	734	willow-oak	3	733
6931	wily	734	8		4				wily	4	735	wily	4	737	vrtly	1	737	wily	4	735	wily	4	734
6932	win	735	8		3				win	3	736	wm	1	738	win	3	738	win	3	736	Win	1	735
6933	wind	736	8		3				wind	3	737	wind	3	739	wind	3	739	I	1	737	vnnd	1	736
6934	wind	737	8		5				wind	5	738	wind	5	740	wind	5	740	wind	5	738	wind	5	737
